net,length_um
_01650_,2.64
_02734_,2.64
_02848_,2.64
_03139_,2.64
_03199_,2.64
_03255_,2.64
_03297_,2.64
_04179_,2.64
_05037_,2.64
_05283_,2.64
_05646_,2.64
_06326_,2.64
_06574_,2.64
_07540_,2.64
_07700_,2.64
_07773_,2.64
_08086_,2.64
_08103_,2.64
_08478_,2.64
_09558_,2.64
_10548_,2.64
_10758_,2.64
_11040_,2.64
_11091_,2.64
_11327_,2.64
_11776_,2.64
_12030_,2.64
_12456_,2.64
_12459_,2.64
_12677_,2.64
_13263_,2.64
_15376_,2.64
_15786_,2.64
_16342_,2.64
_16538_,2.64
_17064_,2.64
_17221_,2.64
_17241_,2.64
_17415_,2.64
_17482_,2.64
_17733_,2.64
_18418_,2.64
_18426_,2.64
_18736_,2.64
_18753_,2.64
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.exp_max_s1\[2\],2.64
_03232_,2.63
_00280_,2.62
_00300_,2.62
_00394_,2.62
_00400_,2.62
_00480_,2.62
_00510_,2.62
_00516_,2.62
_00637_,2.62
_00642_,2.62
_00649_,2.62
_00755_,2.62
_00870_,2.62
_01010_,2.62
_01018_,2.62
_01095_,2.62
_01191_,2.62
_01345_,2.62
_01349_,2.62
_01350_,2.62
_01363_,2.62
_01374_,2.62
_01375_,2.62
_01384_,2.62
_01439_,2.62
_01564_,2.62
_01612_,2.62
_02209_,2.62
_02217_,2.62
_02773_,2.62
_02777_,2.62
_02987_,2.62
_03051_,2.62
_03256_,2.62
_03267_,2.62
_03517_,2.62
_03681_,2.62
_03764_,2.62
_03772_,2.62
_03839_,2.62
_03902_,2.62
_03906_,2.62
_03947_,2.62
_03971_,2.62
_04070_,2.62
_04085_,2.62
_04088_,2.62
_04161_,2.62
_04199_,2.62
_04565_,2.62
_04614_,2.62
_04859_,2.62
_04936_,2.62
_04975_,2.62
_05250_,2.62
_05327_,2.62
_05328_,2.62
_05335_,2.62
_05343_,2.62
_05399_,2.62
_05482_,2.62
_05546_,2.62
_05565_,2.62
_05825_,2.62
_05880_,2.62
_05883_,2.62
_05931_,2.62
_06110_,2.62
_06260_,2.62
_06280_,2.62
_06309_,2.62
_06380_,2.62
_07068_,2.62
_07126_,2.62
_07341_,2.62
_07351_,2.62
_07360_,2.62
_07374_,2.62
_07379_,2.62
_07453_,2.62
_07463_,2.62
_07476_,2.62
_07512_,2.62
_07714_,2.62
_07757_,2.62
_07923_,2.62
_07993_,2.62
_08018_,2.62
_08023_,2.62
_08169_,2.62
_08180_,2.62
_08290_,2.62
_08657_,2.62
_08701_,2.62
_08971_,2.62
_09007_,2.62
_09316_,2.62
_09343_,2.62
_09353_,2.62
_09359_,2.62
_09520_,2.62
_09773_,2.62
_09831_,2.62
_10010_,2.62
_10552_,2.62
_10581_,2.62
_10674_,2.62
_10869_,2.62
_10930_,2.62
_11264_,2.62
_11354_,2.62
_11676_,2.62
_11693_,2.62
_11886_,2.62
_12026_,2.62
_12075_,2.62
_12207_,2.62
_12224_,2.62
_12291_,2.62
_12346_,2.62
_12429_,2.62
_12535_,2.62
_13281_,2.62
_13422_,2.62
_13453_,2.62
_13981_,2.62
_14031_,2.62
_14040_,2.62
_14144_,2.62
_14179_,2.62
_14212_,2.62
_14462_,2.62
_14463_,2.62
_14595_,2.62
_14668_,2.62
_14750_,2.62
_15297_,2.62
_15401_,2.62
_15678_,2.62
_15682_,2.62
_15685_,2.62
_15769_,2.62
_16380_,2.62
_16468_,2.62
_16612_,2.62
_16690_,2.62
_16924_,2.62
_17071_,2.62
_17124_,2.62
_17372_,2.62
_17539_,2.62
_17549_,2.62
_17590_,2.62
_17601_,2.62
_17663_,2.62
_17786_,2.62
_17981_,2.62
_18138_,2.62
_18143_,2.62
_18173_,2.62
_18325_,2.62
_18333_,2.62
_18378_,2.62
_18450_,2.62
_18661_,2.62
_18671_,2.62
_18682_,2.62
_18716_,2.62
col_deskew_out\[2\].genblk1.v_deskew_shift\[0\],2.62
pre_mul_gen\[2\].u_pre_mul.mant_mul_s1\[1\],2.62
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.exp_max_s1\[2\],2.62
u_array.row_gen\[0\].col_gen\[0\].u_pe.x_s1\[7\],2.62
u_array.row_gen\[0\].col_gen\[1\].u_pe.x_s1\[14\],2.62
u_array.row_gen\[1\].col_gen\[0\].u_pe.x_s1\[8\],2.62
u_array.row_gen\[1\].col_gen\[1\].u_pe.x_s1\[8\],2.62
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.exp_max_s1\[1\],2.62
u_array.row_gen\[2\].col_gen\[0\].u_pe.x_s1\[4\],2.62
u_array.row_gen\[2\].col_gen\[1\].u_pe.x_s2\[3\],2.62
u_array.row_gen\[2\].col_gen\[2\].u_pe.x_s1\[8\],2.62
u_array.row_gen\[3\].col_gen\[2\].u_pe.x_s1\[8\],2.62
net422,2.62
net510,2.62
net710,2.62
net1002,2.62
net1019,2.62
net1146,2.62
net1832,2.62
net1842,2.62
net1890,2.62
net2071,2.62
net2212,2.62
net2574,2.62
_02336_,2.605
_03417_,2.6
_00071_,2.595
_00214_,2.595
_00549_,2.595
_01408_,2.595
_01505_,2.595
_01506_,2.595
_01752_,2.595
_01802_,2.595
_01853_,2.595
_01881_,2.595
_01958_,2.595
_02073_,2.595
_02142_,2.595
_02467_,2.595
_02489_,2.595
_02507_,2.595
_02570_,2.595
_02576_,2.595
_05832_,2.59
_00202_,2.585
_00695_,2.585
_00706_,2.585
_00887_,2.585
_01279_,2.585
_01655_,2.585
_01668_,2.585
_01740_,2.585
_01795_,2.585
_01923_,2.585
_01947_,2.585
_02049_,2.585
_02082_,2.585
_02294_,2.585
_02331_,2.585
_02709_,2.585
_02785_,2.585
_02795_,2.585
_00059_,2.545
_00060_,2.545
_00074_,2.545
_00143_,2.545
_00228_,2.545
_00229_,2.545
_00250_,2.545
_00529_,2.545
_00554_,2.545
_00562_,2.545
_00701_,2.545
_00812_,2.545
_00912_,2.545
_00963_,2.545
_01041_,2.545
_01044_,2.545
_01046_,2.545
_01057_,2.545
_01063_,2.545
_01070_,2.545
_01156_,2.545
_01168_,2.545
_01273_,2.545
_01285_,2.545
_01397_,2.545
_01422_,2.545
_01501_,2.545
_01541_,2.545
_01551_,2.545
_01616_,2.545
_01620_,2.545
_01637_,2.545
_01639_,2.545
_01689_,2.545
_01750_,2.545
_01764_,2.545
_01779_,2.545
_01808_,2.545
_01838_,2.545
_01843_,2.545
_01847_,2.545
_01873_,2.545
_01891_,2.545
_01899_,2.545
_01976_,2.545
_01997_,2.545
_02065_,2.545
_02246_,2.545
_02341_,2.545
_02415_,2.545
_02456_,2.545
_02458_,2.545
_02480_,2.545
_02532_,2.545
_02558_,2.545
_02583_,2.545
_02614_,2.545
_02630_,2.545
_02640_,2.545
_02660_,2.545
_02663_,2.545
_02675_,2.545
_02720_,2.545
_02732_,2.545
_02813_,2.545
_02841_,2.545
_09995_,2.53
_11053_,2.53
_00025_,2.52
_00540_,2.52
_02249_,2.52
_02352_,2.52
_02412_,2.52
_02551_,2.52
_02920_,2.52
_02930_,2.52
_03338_,2.52
_03355_,2.52
_03788_,2.52
_03882_,2.52
_03897_,2.52
_04357_,2.52
_04392_,2.52
_04461_,2.52
_04698_,2.52
_04752_,2.52
_04788_,2.52
_04849_,2.52
_04977_,2.52
_05348_,2.52
_05559_,2.52
_05852_,2.52
_05858_,2.52
_05866_,2.52
_06126_,2.52
_06191_,2.52
_06208_,2.52
_06404_,2.52
_06681_,2.52
_06730_,2.52
_07041_,2.52
_07067_,2.52
_07152_,2.52
_07289_,2.52
_07303_,2.52
_07328_,2.52
_07344_,2.52
_07419_,2.52
_07436_,2.52
_07519_,2.52
_07601_,2.52
_07682_,2.52
_07746_,2.52
_07869_,2.52
_07888_,2.52
_08743_,2.52
_08772_,2.52
_10920_,2.52
_10963_,2.52
_11933_,2.52
_12017_,2.52
_12094_,2.52
_12109_,2.52
_12144_,2.52
_13569_,2.52
_14041_,2.52
_14350_,2.52
_14888_,2.52
_15080_,2.52
_16014_,2.52
_16265_,2.52
_16275_,2.52
_16805_,2.52
_17288_,2.52
_17844_,2.52
_17896_,2.52
_17910_,2.52
_18020_,2.52
_18465_,2.52
_18516_,2.52
_18646_,2.52
u_array.row_gen\[0\].col_gen\[1\].u_pe.x_s1\[15\],2.52
u_array.row_gen\[0\].col_gen\[1\].u_pe.x_s1\[7\],2.52
net770,2.52
net1213,2.52
_00266_,2.5
_00379_,2.5
_00991_,2.5
_01234_,2.5
_02441_,2.5
_02547_,2.5
_02971_,2.5
_03195_,2.5
_03273_,2.5
_03472_,2.5
_03615_,2.5
_03652_,2.5
_03658_,2.5
_03752_,2.5
_04072_,2.5
_04433_,2.5
_04453_,2.5
_04489_,2.5
_04567_,2.5
_04577_,2.5
_04967_,2.5
_05248_,2.5
_05426_,2.5
_05590_,2.5
_05644_,2.5
_05754_,2.5
_05761_,2.5
_05785_,2.5
_05829_,2.5
_05855_,2.5
_06327_,2.5
_06335_,2.5
_06391_,2.5
_06485_,2.5
_06567_,2.5
_06687_,2.5
_06758_,2.5
_06767_,2.5
_07008_,2.5
_07011_,2.5
_07131_,2.5
_07156_,2.5
_07201_,2.5
_07230_,2.5
_07268_,2.5
_07281_,2.5
_07316_,2.5
_07420_,2.5
_07504_,2.5
_07509_,2.5
_07514_,2.5
_07517_,2.5
_07536_,2.5
_07631_,2.5
_07849_,2.5
_07988_,2.5
_08005_,2.5
_08007_,2.5
_08178_,2.5
_08303_,2.5
_08313_,2.5
_08347_,2.5
_08672_,2.5
_08674_,2.5
_08744_,2.5
_08818_,2.5
_09150_,2.5
_09289_,2.5
_09310_,2.5
_09800_,2.5
_09984_,2.5
_10019_,2.5
_10104_,2.5
_10139_,2.5
_10304_,2.5
_10322_,2.5
_10500_,2.5
_10646_,2.5
_10804_,2.5
_10888_,2.5
_11453_,2.5
_11710_,2.5
_11767_,2.5
_11833_,2.5
_11858_,2.5
_11979_,2.5
_12000_,2.5
_12029_,2.5
_12140_,2.5
_12169_,2.5
_12406_,2.5
_12505_,2.5
_12558_,2.5
_12594_,2.5
_12798_,2.5
_12832_,2.5
_13134_,2.5
_13224_,2.5
_13266_,2.5
_13290_,2.5
_13682_,2.5
_13881_,2.5
_13893_,2.5
_14000_,2.5
_14219_,2.5
_14223_,2.5
_14293_,2.5
_14304_,2.5
_14323_,2.5
_14441_,2.5
_14576_,2.5
_14644_,2.5
_14716_,2.5
_14969_,2.5
_15037_,2.5
_15282_,2.5
_15295_,2.5
_15734_,2.5
_15929_,2.5
_15999_,2.5
_16133_,2.5
_16520_,2.5
_16578_,2.5
_16686_,2.5
_17088_,2.5
_17190_,2.5
_17246_,2.5
_17728_,2.5
_18062_,2.5
_18221_,2.5
_18225_,2.5
_18237_,2.5
_18275_,2.5
_18478_,2.5
_18551_,2.5
_18584_,2.5
_18635_,2.5
_18723_,2.5
_18725_,2.5
_18759_,2.5
post_mul_gen\[3\].u_post_mul.sign_s1,2.5
pre_mul_gen\[0\].u_pre_mul.sign_s1,2.5
net427,2.5
net456,2.5
net958,2.5
net2803,2.5
_12485_,2.49
_02047_,2.485
_02075_,2.485
_02107_,2.485
_02885_,2.485
_00374_,2.465
_00477_,2.465
_00499_,2.465
_00677_,2.465
_00833_,2.465
_01012_,2.465
_01368_,2.465
_02849_,2.465
_15318_,2.44
_01529_,2.425
_01530_,2.425
_02626_,2.425
_15222_,2.425
_00038_,2.42
_00192_,2.42
_00353_,2.42
_02023_,2.42
_02036_,2.42
_02088_,2.42
_02329_,2.42
_02332_,2.42
_02790_,2.42
_02863_,2.42
_03970_,2.4
_04403_,2.4
_05488_,2.4
_06155_,2.4
_08487_,2.4
_09747_,2.4
_10710_,2.4
_11806_,2.4
_12727_,2.4
_13877_,2.4
_14349_,2.4
_15528_,2.4
_15536_,2.4
_15663_,2.4
_15763_,2.4
_15804_,2.4
_15994_,2.4
_16556_,2.4
_17888_,2.4
_18662_,2.4
net932,2.4
net1787,2.4
net2346,2.4
net2441,2.4
net2448,2.4
_01245_,2.38
_04456_,2.38
_05768_,2.38
_09282_,2.38
_10247_,2.38
_12077_,2.38
_00335_,2.375
_00526_,2.375
_00679_,2.375
_00715_,2.375
_00909_,2.375
_00934_,2.375
_01627_,2.375
_01742_,2.375
_01829_,2.375
_01831_,2.375
_01841_,2.375
_01957_,2.375
_02242_,2.375
_02383_,2.375
_02594_,2.375
_02620_,2.375
_16793_,2.37
_00017_,2.325
_00075_,2.325
_00114_,2.325
_00130_,2.325
_00131_,2.325
_00144_,2.325
_00158_,2.325
_00243_,2.325
_00347_,2.325
_00350_,2.325
_00541_,2.325
_00558_,2.325
_00571_,2.325
_00603_,2.325
_00606_,2.325
_00704_,2.325
_00717_,2.325
_00793_,2.325
_00798_,2.325
_00801_,2.325
_00822_,2.325
_00896_,2.325
_00923_,2.325
_00929_,2.325
_00948_,2.325
_00951_,2.325
_00956_,2.325
_01064_,2.325
_01066_,2.325
_01077_,2.325
_01081_,2.325
_01150_,2.325
_01166_,2.325
_01170_,2.325
_01268_,2.325
_01313_,2.325
_01321_,2.325
_01521_,2.325
_01658_,2.325
_01682_,2.325
_01721_,2.325
_01785_,2.325
_01830_,2.325
_01872_,2.325
_01916_,2.325
_01930_,2.325
_01946_,2.325
_01974_,2.325
_02089_,2.325
_02094_,2.325
_02099_,2.325
_02143_,2.325
_02159_,2.325
_02160_,2.325
_02266_,2.325
_02339_,2.325
_02367_,2.325
_02376_,2.325
_02381_,2.325
_02513_,2.325
_02525_,2.325
_02531_,2.325
_02569_,2.325
_02590_,2.325
_02610_,2.325
_02611_,2.325
_02623_,2.325
_02651_,2.325
_02764_,2.325
_01127_,2.305
_01709_,2.3
_03399_,2.3
_03531_,2.3
_04471_,2.3
_04530_,2.3
_04572_,2.3
_04725_,2.3
_05067_,2.3
_05281_,2.3
_05387_,2.3
_05479_,2.3
_05535_,2.3
_05563_,2.3
_05616_,2.3
_05620_,2.3
_05758_,2.3
_06367_,2.3
_06437_,2.3
_06444_,2.3
_06470_,2.3
_06587_,2.3
_06739_,2.3
_06740_,2.3
_06952_,2.3
_08263_,2.3
_08372_,2.3
_08898_,2.3
_09024_,2.3
_09249_,2.3
_09417_,2.3
_09742_,2.3
_09905_,2.3
_10003_,2.3
_10855_,2.3
_11289_,2.3
_11390_,2.3
_11722_,2.3
_12432_,2.3
_12503_,2.3
_13083_,2.3
_13186_,2.3
_13233_,2.3
_13370_,2.3
_13461_,2.3
_13470_,2.3
_13498_,2.3
_13764_,2.3
_13831_,2.3
_13894_,2.3
_14110_,2.3
_14278_,2.3
_14420_,2.3
_14506_,2.3
_14538_,2.3
_14561_,2.3
_14819_,2.3
_15045_,2.3
_15061_,2.3
_15084_,2.3
_15615_,2.3
_15940_,2.3
_16010_,2.3
_16092_,2.3
_16158_,2.3
_16205_,2.3
_16216_,2.3
_16625_,2.3
_16745_,2.3
_17219_,2.3
_17298_,2.3
_17666_,2.3
_17880_,2.3
_17917_,2.3
_18101_,2.3
_18132_,2.3
_18160_,2.3
_18292_,2.3
_18404_,2.3
_18548_,2.3
_18596_,2.3
_18711_,2.3
u_array.row_gen\[0\].col_gen\[1\].u_pe.x_s2\[7\],2.3
net537,2.3
net654,2.3
net1085,2.3
net1748,2.3
net2204,2.3
net2283,2.3
net2357,2.3
net2380,2.3
net2429,2.3
_00290_,2.28
_00296_,2.28
_00366_,2.28
_00388_,2.28
_00462_,2.28
_00464_,2.28
_00470_,2.28
_00489_,2.28
_00633_,2.28
_00824_,2.28
_00836_,2.28
_00837_,2.28
_00838_,2.28
_00839_,2.28
_00845_,2.28
_00854_,2.28
_00856_,2.28
_01015_,2.28
_01093_,2.28
_01116_,2.28
_01197_,2.28
_01212_,2.28
_01338_,2.28
_01343_,2.28
_01376_,2.28
_01379_,2.28
_01443_,2.28
_01448_,2.28
_01450_,2.28
_01455_,2.28
_01556_,2.28
_01562_,2.28
_01563_,2.28
_01567_,2.28
_01578_,2.28
_01951_,2.28
_02200_,2.28
_02202_,2.28
_02204_,2.28
_02772_,2.28
_03575_,2.28
_03682_,2.28
_06986_,2.28
_07375_,2.28
_07954_,2.28
_09218_,2.28
_10095_,2.28
_12757_,2.28
_13746_,2.28
_15362_,2.28
_15512_,2.28
_17956_,2.28
_18685_,2.28
net446,2.28
net647,2.28
net662,2.28
net755,2.28
net765,2.28
net983,2.28
net1917,2.28
net1922,2.28
net2213,2.28
net2752,2.28
_01948_,2.26
_01962_,2.26
_02175_,2.26
_00690_,2.255
_00925_,2.255
_01653_,2.255
_01751_,2.255
_01755_,2.255
_01813_,2.255
_01818_,2.255
_01917_,2.255
_01926_,2.255
_01935_,2.255
_02146_,2.255
_02408_,2.255
_02409_,2.255
_02461_,2.255
_02469_,2.255
_02514_,2.255
_02619_,2.255
_02656_,2.255
_02665_,2.255
_02842_,2.255
_07733_,2.255
_17748_,2.23
_18087_,2.23
_02306_,2.205
_02407_,2.205
_11643_,2.2
_11364_,2.195
_05476_,2.19
_13910_,2.19
_00079_,2.18
_00975_,2.18
_02272_,2.18
_03252_,2.18
_03263_,2.18
_03631_,2.18
_03634_,2.18
_04210_,2.18
_04495_,2.18
_04574_,2.18
_04582_,2.18
_04586_,2.18
_04649_,2.18
_05242_,2.18
_05405_,2.18
_05623_,2.18
_06081_,2.18
_06103_,2.18
_06893_,2.18
_07071_,2.18
_07555_,2.18
_08142_,2.18
_08317_,2.18
_08537_,2.18
_09477_,2.18
_09490_,2.18
_09572_,2.18
_09592_,2.18
_09796_,2.18
_09900_,2.18
_10065_,2.18
_10213_,2.18
_12319_,2.18
_12672_,2.18
_12917_,2.18
_13079_,2.18
_13519_,2.18
_13572_,2.18
_14655_,2.18
_14891_,2.18
_15009_,2.18
_15173_,2.18
_15506_,2.18
_15920_,2.18
_15997_,2.18
_16174_,2.18
_16431_,2.18
_16441_,2.18
_16459_,2.18
_16464_,2.18
_16496_,2.18
_17172_,2.18
_17200_,2.18
_17359_,2.18
_17868_,2.18
_18099_,2.18
_18375_,2.18
_18693_,2.18
_18755_,2.18
net556,2.18
net637,2.18
net746,2.18
net750,2.18
net808,2.18
net888,2.18
net904,2.18
net922,2.18
net1042,2.18
net1110,2.18
net1114,2.18
net1132,2.18
net1225,2.18
net1639,2.18
net2021,2.18
net2397,2.18
net2427,2.18
net2724,2.18
_00010_,2.16
_00011_,2.16
_00012_,2.16
_00032_,2.16
_00067_,2.16
_00068_,2.16
_00147_,2.16
_00275_,2.16
_00293_,2.16
_00356_,2.16
_00357_,2.16
_00465_,2.16
_00471_,2.16
_00500_,2.16
_00557_,2.16
_00643_,2.16
_00823_,2.16
_00850_,2.16
_00859_,2.16
_00865_,2.16
_00990_,2.16
_01003_,2.16
_01005_,2.16
_01020_,2.16
_01098_,2.16
_01194_,2.16
_01200_,2.16
_01238_,2.16
_01346_,2.16
_01365_,2.16
_01367_,2.16
_01369_,2.16
_01463_,2.16
_01479_,2.16
_01485_,2.16
_01569_,2.16
_01570_,2.16
_01602_,2.16
_01711_,2.16
_02312_,2.16
_02888_,2.16
_02973_,2.16
_02979_,2.16
_03047_,2.16
_03274_,2.16
_03350_,2.16
_03594_,2.16
_03628_,2.16
_03676_,2.16
_03783_,2.16
_03847_,2.16
_03875_,2.16
_03898_,2.16
_03936_,2.16
_04000_,2.16
_04018_,2.16
_04034_,2.16
_04043_,2.16
_04066_,2.16
_04255_,2.16
_04487_,2.16
_04492_,2.16
_04513_,2.16
_04612_,2.16
_04648_,2.16
_04721_,2.16
_04778_,2.16
_04884_,2.16
_05030_,2.16
_05054_,2.16
_05082_,2.16
_05155_,2.16
_05326_,2.16
_05357_,2.16
_05361_,2.16
_05366_,2.16
_05500_,2.16
_05528_,2.16
_05534_,2.16
_05567_,2.16
_05593_,2.16
_05759_,2.16
_06022_,2.16
_06151_,2.16
_06173_,2.16
_06196_,2.16
_06320_,2.16
_06426_,2.16
_06585_,2.16
_06656_,2.16
_06742_,2.16
_06776_,2.16
_06818_,2.16
_06914_,2.16
_06920_,2.16
_07010_,2.16
_07093_,2.16
_07139_,2.16
_07141_,2.16
_07169_,2.16
_07187_,2.16
_07226_,2.16
_07243_,2.16
_07314_,2.16
_07334_,2.16
_07385_,2.16
_07410_,2.16
_07500_,2.16
_07520_,2.16
_07584_,2.16
_07602_,2.16
_07752_,2.16
_07833_,2.16
_07863_,2.16
_07991_,2.16
_08011_,2.16
_08046_,2.16
_08069_,2.16
_08128_,2.16
_08174_,2.16
_08444_,2.16
_08685_,2.16
_08774_,2.16
_08877_,2.16
_09146_,2.16
_09346_,2.16
_09434_,2.16
_09505_,2.16
_10267_,2.16
_10358_,2.16
_10383_,2.16
_10466_,2.16
_10739_,2.16
_10823_,2.16
_10906_,2.16
_11174_,2.16
_11231_,2.16
_11668_,2.16
_11870_,2.16
_11898_,2.16
_12002_,2.16
_12143_,2.16
_12374_,2.16
_12608_,2.16
_13089_,2.16
_13268_,2.16
_13379_,2.16
_13391_,2.16
_13438_,2.16
_13464_,2.16
_14423_,2.16
_14465_,2.16
_14635_,2.16
_14822_,2.16
_14943_,2.16
_14987_,2.16
_15040_,2.16
_15369_,2.16
_15624_,2.16
_15745_,2.16
_15803_,2.16
_15894_,2.16
_16139_,2.16
_16171_,2.16
_16176_,2.16
_16321_,2.16
_16445_,2.16
_16476_,2.16
_16562_,2.16
_16582_,2.16
_16669_,2.16
_16705_,2.16
_16796_,2.16
_16870_,2.16
_16886_,2.16
_16899_,2.16
_16910_,2.16
_16970_,2.16
_17029_,2.16
_17072_,2.16
_17248_,2.16
_17267_,2.16
_17320_,2.16
_17375_,2.16
_17487_,2.16
_17488_,2.16
_17499_,2.16
_17832_,2.16
_17895_,2.16
_18121_,2.16
_18278_,2.16
_18285_,2.16
_18513_,2.16
_18632_,2.16
_18766_,2.16
u_array.row_gen\[0\].col_gen\[0\].u_pe.x_s1\[10\],2.16
u_array.row_gen\[0\].col_gen\[1\].u_pe.u_fp16_adder.exp_max_s1\[3\],2.16
u_array.row_gen\[0\].col_gen\[1\].u_pe.u_fp16_adder.exp_max_s1\[4\],2.16
u_array.row_gen\[0\].col_gen\[1\].u_pe.x_s1\[4\],2.16
u_array.row_gen\[1\].col_gen\[0\].u_pe.x_s1\[7\],2.16
u_array.row_gen\[1\].col_gen\[1\].u_pe.x_s1\[12\],2.16
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.mant_large_s1\[13\],2.16
u_array.row_gen\[2\].col_gen\[0\].u_pe.x_s1\[0\],2.16
u_array.row_gen\[2\].col_gen\[2\].u_pe.x_s1\[14\],2.16
u_array.row_gen\[3\].col_gen\[0\].u_pe.x_s1\[10\],2.16
u_array.row_gen\[3\].col_gen\[0\].u_pe.x_s1\[8\],2.16
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_s1\[8\],2.16
net473,2.16
net549,2.16
net1296,2.16
net2311,2.16
net2510,2.16
net2572,2.16
_08055_,2.15
_00063_,2.125
_00065_,2.125
_00135_,2.125
_00157_,2.125
_00204_,2.125
_00348_,2.125
_00428_,2.125
_00450_,2.125
_00915_,2.125
_00916_,2.125
_00921_,2.125
_01151_,2.125
_01261_,2.125
_01304_,2.125
_02016_,2.125
_02137_,2.125
_02221_,2.125
_02345_,2.125
_02388_,2.125
_02464_,2.125
_02516_,2.125
_02537_,2.125
_02706_,2.125
_02729_,2.125
_02761_,2.125
_02793_,2.125
_02815_,2.125
_02816_,2.125
_02837_,2.125
_03651_,2.12
_03365_,2.1
_00186_,2.085
_00344_,2.085
_00430_,2.085
_00443_,2.085
_00570_,2.085
_00607_,2.085
_00685_,2.085
_00710_,2.085
_00958_,2.085
_01159_,2.085
_01319_,2.085
_01398_,2.085
_01638_,2.085
_01640_,2.085
_01770_,2.085
_01852_,2.085
_01856_,2.085
_01878_,2.085
_01884_,2.085
_01920_,2.085
_01933_,2.085
_02026_,2.085
_02081_,2.085
_02185_,2.085
_02229_,2.085
_02279_,2.085
_02328_,2.085
_02362_,2.085
_02518_,2.085
_02529_,2.085
_02556_,2.085
_02666_,2.085
_02669_,2.085
_02670_,2.085
_02766_,2.085
_02789_,2.085
_00882_,2.06
_03317_,2.06
_03368_,2.06
_03413_,2.06
_03836_,2.06
_03846_,2.06
_03879_,2.06
_03892_,2.06
_03904_,2.06
_04048_,2.06
_04375_,2.06
_04399_,2.06
_04744_,2.06
_04745_,2.06
_04760_,2.06
_04770_,2.06
_04898_,2.06
_05006_,2.06
_05334_,2.06
_05353_,2.06
_05379_,2.06
_05380_,2.06
_05485_,2.06
_05526_,2.06
_05530_,2.06
_05561_,2.06
_05840_,2.06
_05846_,2.06
_05854_,2.06
_05892_,2.06
_05909_,2.06
_06073_,2.06
_06090_,2.06
_06419_,2.06
_06421_,2.06
_06641_,2.06
_06672_,2.06
_06718_,2.06
_06738_,2.06
_06974_,2.06
_07003_,2.06
_07023_,2.06
_07085_,2.06
_07443_,2.06
_07444_,2.06
_07793_,2.06
_07839_,2.06
_07841_,2.06
_07885_,2.06
_08034_,2.06
_08742_,2.06
_08759_,2.06
_09185_,2.06
_09420_,2.06
_09683_,2.06
_09865_,2.06
_09943_,2.06
_10350_,2.06
_10451_,2.06
_11919_,2.06
_11921_,2.06
_11922_,2.06
_11923_,2.06
_11926_,2.06
_12009_,2.06
_12068_,2.06
_12106_,2.06
_12145_,2.06
_12614_,2.06
_13161_,2.06
_13406_,2.06
_13854_,2.06
_14007_,2.06
_14093_,2.06
_14182_,2.06
_14728_,2.06
_14920_,2.06
_15705_,2.06
_16597_,2.06
_18016_,2.06
_18193_,2.06
_18446_,2.06
_18498_,2.06
_00770_,2.04
_00986_,2.04
_01017_,2.04
_01029_,2.04
_01386_,2.04
_01574_,2.04
_03215_,2.04
_03486_,2.04
_03664_,2.04
_03705_,2.04
_04135_,2.04
_04431_,2.04
_04521_,2.04
_04656_,2.04
_04732_,2.04
_05009_,2.04
_05372_,2.04
_05597_,2.04
_05631_,2.04
_05649_,2.04
_06125_,2.04
_06648_,2.04
_06870_,2.04
_06894_,2.04
_06925_,2.04
_07016_,2.04
_07087_,2.04
_07219_,2.04
_07397_,2.04
_07479_,2.04
_07695_,2.04
_07918_,2.04
_07943_,2.04
_08006_,2.04
_08073_,2.04
_08156_,2.04
_08171_,2.04
_08181_,2.04
_08284_,2.04
_08697_,2.04
_08815_,2.04
_09170_,2.04
_09705_,2.04
_09807_,2.04
_09853_,2.04
_10168_,2.04
_10180_,2.04
_10836_,2.04
_10927_,2.04
_11630_,2.04
_11774_,2.04
_12093_,2.04
_12134_,2.04
_12331_,2.04
_12418_,2.04
_12827_,2.04
_12853_,2.04
_13446_,2.04
_13693_,2.04
_13756_,2.04
_13857_,2.04
_13944_,2.04
_14358_,2.04
_14474_,2.04
_14601_,2.04
_14863_,2.04
_15066_,2.04
_15239_,2.04
_16292_,2.04
_16313_,2.04
_16525_,2.04
_16789_,2.04
_16913_,2.04
_17112_,2.04
_17285_,2.04
_17287_,2.04
_17344_,2.04
_17383_,2.04
_17420_,2.04
_17555_,2.04
_17735_,2.04
_18157_,2.04
_18546_,2.04
_18672_,2.04
_18757_,2.04
net2256,2.04
_02478_,2.035
_02676_,2.035
_00013_,2.025
_00057_,2.025
_00064_,2.025
_00073_,2.025
_00122_,2.025
_00148_,2.025
_00511_,2.025
_00515_,2.025
_01549_,2.025
_02011_,2.025
_02012_,2.025
_02039_,2.025
_02050_,2.025
_02130_,2.025
_02248_,2.025
_02250_,2.025
_02251_,2.025
_02252_,2.025
_02254_,2.025
_02255_,2.025
_02274_,2.025
_02330_,2.025
_02748_,2.025
_02753_,2.025
_02783_,2.025
_02798_,2.025
net1705,2.025
_15313_,2.02
